date,sku_id,product_id,product_name,category_l1,category_l2,brand,avg_price,min_price,max_price,total_sales,shop_count,"record_count "
2026-06-01,SKU0495,PROD0495,联想智能手机 SKU0495,手机数码,手机数码,联想,3733.26,2490.13,5431.77,590,3,"3"
2026-06-01,SKU0496,PROD0496,华为笔记本电脑 SKU0496,电脑办公,电脑办公,华为,1289.7,857.21,1722.2,385,2,"2"
2026-06-01,SKU0497,PROD0497,索尼精选零食礼包 SKU0497,食品饮料,食品饮料,索尼,104.74,66.26,143.21,298,2,"2"
2026-06-01,SKU0498,PROD0498,欧莱雅护肤精华 SKU0498,美妆个护,美妆个护,欧莱雅,389.82,136.07,647.97,532,3,"3"
2026-06-01,SKU0499,PROD0499,小米智能家电 SKU0499,家用电器,家用电器,小米,3478.43,2332.04,4624.83,374,2,"2"
2026-06-01,SKU0500,PROD0500,华为精选零食礼包 SKU0500,食品饮料,食品饮料,华为,119.94,44.2,195.69,329,2,"2"
2026-06-01,SKU0501,PROD0501,Adidas运动装备 SKU0501,运动户外,运动户外,Adidas,909.76,642.05,1378.02,576,4,"4"
2026-06-01,SKU0502,PROD0502,Apple智能手机 SKU0502,手机数码,手机数码,Apple,5792.39,3647.87,7936.9,265,2,"2"
2026-06-01,SKU0503,PROD0503,Adidas运动装备 SKU0503,运动户外,运动户外,Adidas,2664.91,2519.54,2927.05,625,3,"3"
2026-06-01,SKU0504,PROD0504,小米笔记本电脑 SKU0504,电脑办公,电脑办公,小米,5153.72,2676.57,8494.47,888,5,"5"
2026-06-01,SKU0505,PROD0505,三只松鼠时尚运动鞋 SKU0505,服饰鞋包,服饰鞋包,三只松鼠,787.58,226.71,1424.87,733,5,"5"
2026-06-01,SKU0506,PROD0506,小米精选零食礼包 SKU0506,食品饮料,食品饮料,小米,166.41,149.42,182.1,335,3,"3"
2026-06-01,SKU0507,PROD0507,索尼精选零食礼包 SKU0507,食品饮料,食品饮料,索尼,133.85,34.15,189.15,796,5,"5"
2026-06-01,SKU0508,PROD0508,三星笔记本电脑 SKU0508,电脑办公,电脑办公,三星,4904.17,2213.21,10068.35,590,4,"4"
2026-06-01,SKU0509,PROD0509,NIKE日用商品 SKU0509,日用百货,日用百货,NIKE,286.19,182.63,468.2,801,5,"5"
2026-06-01,SKU0510,PROD0510,Apple智能家电 SKU0510,家用电器,家用电器,Apple,4484.46,4372.77,4596.15,204,2,"2"
2026-06-01,SKU0511,PROD0511,美的护肤精华 SKU0511,美妆个护,美妆个护,美的,584.55,342.75,767.29,614,3,"3"
2026-06-01,SKU0512,PROD0512,小米笔记本电脑 SKU0512,电脑办公,电脑办公,小米,6057.86,1683.85,9622.0,427,4,"4"
2026-06-01,SKU0513,PROD0513,Adidas笔记本电脑 SKU0513,电脑办公,电脑办公,Adidas,6786.14,4927.07,8645.22,236,2,"2"
2026-06-01,SKU0514,PROD0514,索尼日用商品 SKU0514,日用百货,日用百货,索尼,200.11,27.19,343.72,705,5,"5"
2026-06-01,SKU0515,PROD0515,海尔护肤精华 SKU0515,美妆个护,美妆个护,海尔,204.63,155.34,253.93,329,2,"2"
2026-06-01,SKU0516,PROD0516,NIKE时尚运动鞋 SKU0516,服饰鞋包,服饰鞋包,NIKE,979.99,110.99,1557.63,547,3,"3"
2026-06-01,SKU0517,PROD0517,美的时尚运动鞋 SKU0517,服饰鞋包,服饰鞋包,美的,405.14,149.42,563.98,584,4,"4"
2026-06-01,SKU0518,PROD0518,Apple精选零食礼包 SKU0518,食品饮料,食品饮料,Apple,61.8,10.64,163.55,670,4,"4"
2026-06-01,SKU0519,PROD0519,格力笔记本电脑 SKU0519,电脑办公,电脑办公,格力,6767.97,5412.54,8123.4,269,2,"2"
2026-06-01,SKU0520,PROD0520,小米时尚运动鞋 SKU0520,服饰鞋包,服饰鞋包,小米,803.01,782.07,819.68,396,3,"3"
2026-06-01,SKU0521,PROD0521,Apple智能手机 SKU0521,手机数码,手机数码,Apple,4360.36,2877.15,5494.82,468,3,"3"
2026-06-01,SKU0522,PROD0522,NIKE时尚运动鞋 SKU0522,服饰鞋包,服饰鞋包,NIKE,468.2,98.18,1156.65,379,3,"3"
2026-06-01,SKU0523,PROD0523,华为智能手机 SKU0523,手机数码,手机数码,华为,6341.36,4832.05,7850.68,304,2,"2"
2026-06-01,SKU0524,PROD0524,Adidas笔记本电脑 SKU0524,电脑办公,电脑办公,Adidas,5435.21,1968.28,10013.87,923,5,"5"
2026-06-01,SKU0525,PROD0525,三星日用商品 SKU0525,日用百货,日用百货,三星,343.58,216.7,479.45,646,4,"4"
2026-06-01,SKU0526,PROD0526,联想智能家电 SKU0526,家用电器,家用电器,联想,3306.84,1720.61,4396.26,529,4,"4"
2026-06-01,SKU0527,PROD0527,三星智能家电 SKU0527,家用电器,家用电器,三星,3269.84,1774.03,5316.01,591,5,"5"
2026-06-01,SKU0528,PROD0528,玉兰油护肤精华 SKU0528,美妆个护,美妆个护,玉兰油,479.68,112.69,712.22,380,3,"3"
2026-06-01,SKU0529,PROD0529,小米时尚运动鞋 SKU0529,服饰鞋包,服饰鞋包,小米,178.66,165.36,191.95,196,2,"2"
2026-06-01,SKU0530,PROD0530,索尼智能手机 SKU0530,手机数码,手机数码,索尼,4605.16,931.8,7712.63,653,5,"5"
2026-06-01,SKU0531,PROD0531,Adidas精选零食礼包 SKU0531,食品饮料,食品饮料,Adidas,107.67,31.08,185.19,509,4,"4"
2026-06-01,SKU0532,PROD0532,NIKE日用商品 SKU0532,日用百货,日用百货,NIKE,224.74,34.23,415.25,398,2,"2"
2026-06-01,SKU0533,PROD0533,华为时尚运动鞋 SKU0533,服饰鞋包,服饰鞋包,华为,843.68,509.87,1408.64,399,3,"3"
2026-06-01,SKU0534,PROD0534,小米日用商品 SKU0534,日用百货,日用百货,小米,190.29,75.76,304.82,212,2,"2"
2026-06-01,SKU0535,PROD0535,NIKE时尚运动鞋 SKU0535,服饰鞋包,服饰鞋包,NIKE,938.71,454.67,1415.72,717,5,"5"
2026-06-01,SKU0536,PROD0536,海尔智能家电 SKU0536,家用电器,家用电器,海尔,1426.56,277.12,3408.43,412,3,"3"
2026-06-01,SKU0537,PROD0537,索尼精选零食礼包 SKU0537,食品饮料,食品饮料,索尼,121.27,43.37,153.38,626,5,"5"
2026-06-01,SKU0538,PROD0538,海尔智能手机 SKU0538,手机数码,手机数码,海尔,2686.45,2324.28,3048.62,304,2,"2"
2026-06-01,SKU0539,PROD0539,美的智能手机 SKU0539,手机数码,手机数码,美的,2276.36,1191.23,4178.76,608,3,"3"
2026-06-01,SKU0540,PROD0540,三星笔记本电脑 SKU0540,电脑办公,电脑办公,三星,4484.44,1539.94,9340.55,699,4,"4"
2026-06-01,SKU0541,PROD0541,小米笔记本电脑 SKU0541,电脑办公,电脑办公,小米,3234.06,2561.15,3906.96,140,2,"2"
2026-06-01,SKU0542,PROD0542,三只松鼠精选零食礼包 SKU0542,食品饮料,食品饮料,三只松鼠,141.97,105.77,178.17,391,2,"2"
2026-06-01,SKU0543,PROD0543,NIKE智能手机 SKU0543,手机数码,手机数码,NIKE,4124.34,3834.41,4414.28,300,2,"2"
2026-06-01,SKU0544,PROD0544,小米运动装备 SKU0544,运动户外,运动户外,小米,1479.37,447.9,2783.05,419,3,"3"
2026-06-01,SKU0545,PROD0545,Apple精选零食礼包 SKU0545,食品饮料,食品饮料,Apple,64.89,16.7,118.93,716,5,"5"
2026-06-01,SKU0546,PROD0546,格力运动装备 SKU0546,运动户外,运动户外,格力,1361.46,512.35,2216.11,957,5,"5"
2026-06-01,SKU0547,PROD0547,三星智能手机 SKU0547,手机数码,手机数码,三星,4999.7,2845.67,7153.74,128,2,"2"
2026-06-01,SKU0548,PROD0548,海尔智能家电 SKU0548,家用电器,家用电器,海尔,3856.25,3615.38,4224.13,480,4,"4"
2026-06-01,SKU0549,PROD0549,Apple护肤精华 SKU0549,美妆个护,美妆个护,Apple,740.4,604.32,837.05,678,4,"4"
2026-06-01,SKU0550,PROD0550,三星护肤精华 SKU0550,美妆个护,美妆个护,三星,522.4,113.44,762.23,979,5,"5"
2026-06-01,SKU0551,PROD0551,良品铺子精选零食礼包 SKU0551,食品饮料,食品饮料,良品铺子,96.76,16.85,155.01,255,3,"3"
2026-06-01,SKU0552,PROD0552,美的护肤精华 SKU0552,美妆个护,美妆个护,美的,587.41,305.37,765.38,551,3,"3"
2026-06-01,SKU0553,PROD0553,索尼智能家电 SKU0553,家用电器,家用电器,索尼,3641.98,463.19,5103.82,910,5,"5"
2026-06-01,SKU0554,PROD0554,联想智能家电 SKU0554,家用电器,家用电器,联想,3434.74,1407.51,5200.63,576,4,"4"
2026-06-01,SKU0555,PROD0555,索尼日用商品 SKU0555,日用百货,日用百货,索尼,227.61,110.97,320.36,328,3,"3"
2026-06-01,SKU0556,PROD0556,联想智能家电 SKU0556,家用电器,家用电器,联想,3111.27,1606.18,4616.36,145,2,"2"
2026-06-01,SKU0557,PROD0557,三只松鼠时尚运动鞋 SKU0557,服饰鞋包,服饰鞋包,三只松鼠,1086.55,726.87,1495.48,757,4,"4"
2026-06-01,SKU0558,PROD0558,欧莱雅护肤精华 SKU0558,美妆个护,美妆个护,欧莱雅,40.38,40.38,40.38,189,1,"1"
2026-06-01,SKU0559,PROD0559,玉兰油笔记本电脑 SKU0559,电脑办公,电脑办公,玉兰油,3782.91,516.26,7002.9,505,3,"3"
2026-06-01,SKU0560,PROD0560,玉兰油笔记本电脑 SKU0560,电脑办公,电脑办公,玉兰油,6528.88,4213.8,8261.06,680,3,"3"
2026-06-01,SKU0561,PROD0561,索尼时尚运动鞋 SKU0561,服饰鞋包,服饰鞋包,索尼,2052.94,366.29,5822.83,511,4,"4"
2026-06-01,SKU0562,PROD0562,Adidas运动装备 SKU0562,运动户外,运动户外,Adidas,1795.61,674.37,2536.76,396,3,"3"
2026-06-01,SKU0563,PROD0563,美的笔记本电脑 SKU0563,电脑办公,电脑办公,美的,5975.2,2548.17,10232.6,695,5,"5"
2026-06-01,SKU0564,PROD0564,欧莱雅时尚运动鞋 SKU0564,服饰鞋包,服饰鞋包,欧莱雅,696.07,55.49,1032.34,596,3,"3"
2026-06-01,SKU0565,PROD0565,欧莱雅笔记本电脑 SKU0565,电脑办公,电脑办公,欧莱雅,5738.7,2473.95,9810.65,803,5,"5"
2026-06-01,SKU0566,PROD0566,NIKE日用商品 SKU0566,日用百货,日用百货,NIKE,379.57,363.09,396.06,377,2,"2"
2026-06-01,SKU0567,PROD0567,格力运动装备 SKU0567,运动户外,运动户外,格力,1400.9,82.05,2736.95,689,5,"5"
2026-06-01,SKU0568,PROD0568,三星智能手机 SKU0568,手机数码,手机数码,三星,3340.11,748.42,8136.67,680,4,"4"
2026-06-01,SKU0569,PROD0569,华为日用商品 SKU0569,日用百货,日用百货,华为,206.06,94.39,317.72,279,2,"2"
2026-06-01,SKU0570,PROD0570,索尼运动装备 SKU0570,运动户外,运动户外,索尼,442.68,88.74,663.9,540,3,"3"
2026-06-01,SKU0571,PROD0571,海尔运动装备 SKU0571,运动户外,运动户外,海尔,1757.02,1157.78,2690.94,476,3,"3"
2026-06-01,SKU0572,PROD0572,索尼智能家电 SKU0572,家用电器,家用电器,索尼,3003.35,2510.66,3985.29,396,3,"3"
2026-06-01,SKU0573,PROD0573,格力智能手机 SKU0573,手机数码,手机数码,格力,3890.82,2152.78,5287.28,485,3,"3"
2026-06-01,SKU0574,PROD0574,三只松鼠时尚运动鞋 SKU0574,服饰鞋包,服饰鞋包,三只松鼠,589.06,71.54,1466.56,505,4,"4"
2026-06-01,SKU0575,PROD0575,NIKE笔记本电脑 SKU0575,电脑办公,电脑办公,NIKE,6406.22,4447.85,7799.46,565,4,"4"
2026-06-01,SKU0576,PROD0576,三星时尚运动鞋 SKU0576,服饰鞋包,服饰鞋包,三星,1011.04,536.69,1363.89,746,5,"5"
2026-06-01,SKU0577,PROD0577,三只松鼠智能家电 SKU0577,家用电器,家用电器,三只松鼠,3176.87,1021.13,5072.21,785,5,"5"
2026-06-01,SKU0578,PROD0578,华为运动装备 SKU0578,运动户外,运动户外,华为,914.18,140.21,1688.14,298,2,"2"
2026-06-01,SKU0579,PROD0579,华为智能手机 SKU0579,手机数码,手机数码,华为,4455.09,1800.74,7946.18,509,3,"3"
2026-06-01,SKU0580,PROD0580,NIKE智能手机 SKU0580,手机数码,手机数码,NIKE,4029.34,1394.32,6938.15,867,5,"5"
2026-06-01,SKU0581,PROD0581,三星笔记本电脑 SKU0581,电脑办公,电脑办公,三星,6152.85,903.96,9738.31,780,5,"5"
2026-06-01,SKU0582,PROD0582,三星笔记本电脑 SKU0582,电脑办公,电脑办公,三星,3249.38,597.62,5901.15,261,2,"2"
2026-06-01,SKU0583,PROD0583,索尼智能家电 SKU0583,家用电器,家用电器,索尼,1583.13,430.42,3779.3,719,5,"5"
2026-06-01,SKU0584,PROD0584,Adidas智能家电 SKU0584,家用电器,家用电器,Adidas,2320.3,460.24,3919.12,735,5,"5"
2026-06-01,SKU0585,PROD0585,Adidas护肤精华 SKU0585,美妆个护,美妆个护,Adidas,112.73,65.7,161.62,541,4,"4"
2026-06-01,SKU0586,PROD0586,良品铺子智能家电 SKU0586,家用电器,家用电器,良品铺子,2992.63,590.64,4707.46,392,3,"3"
2026-06-01,SKU0587,PROD0587,NIKE时尚运动鞋 SKU0587,服饰鞋包,服饰鞋包,NIKE,1107.02,727.57,1502.13,603,4,"4"
2026-06-01,SKU0588,PROD0588,三只松鼠运动装备 SKU0588,运动户外,运动户外,三只松鼠,867.07,767.54,966.59,272,2,"2"
2026-06-01,SKU0589,PROD0589,格力日用商品 SKU0589,日用百货,日用百货,格力,355.87,91.36,484.77,705,4,"4"
2026-06-01,SKU0590,PROD0590,华为运动装备 SKU0590,运动户外,运动户外,华为,1977.44,1432.88,2910.37,477,3,"3"
2026-06-01,SKU0591,PROD0591,Adidas日用商品 SKU0591,日用百货,日用百货,Adidas,117.09,19.89,248.66,469,4,"4"
2026-06-01,SKU0592,PROD0592,良品铺子智能家电 SKU0592,家用电器,家用电器,良品铺子,2037.62,700.28,2923.58,798,5,"5"
2026-06-01,SKU0593,PROD0593,Apple日用商品 SKU0593,日用百货,日用百货,Apple,192.89,28.46,370.97,489,3,"3"
2026-06-01,SKU0594,PROD0594,玉兰油精选零食礼包 SKU0594,食品饮料,食品饮料,玉兰油,39.83,6.33,82.41,567,3,"3"
2026-06-01,SKU0595,PROD0595,NIKE智能家电 SKU0595,家用电器,家用电器,NIKE,2553.2,1068.44,4679.26,638,5,"5"
2026-06-01,SKU0596,PROD0596,格力运动装备 SKU0596,运动户外,运动户外,格力,1167.13,925.55,1408.72,117,2,"2"
2026-06-01,SKU0597,PROD0597,Apple智能手机 SKU0597,手机数码,手机数码,Apple,4483.19,1188.33,8523.58,582,5,"5"
2026-06-01,SKU0598,PROD0598,美的精选零食礼包 SKU0598,食品饮料,食品饮料,美的,65.21,5.72,183.67,773,4,"4"
2026-06-01,SKU0599,PROD0599,索尼智能手机 SKU0599,手机数码,手机数码,索尼,6302.75,4004.13,8617.2,722,5,"5"
2026-06-01,SKU0600,PROD0600,Adidas运动装备 SKU0600,运动户外,运动户外,Adidas,1312.23,373.76,2956.27,431,3,"3"
2026-06-01,SKU0601,PROD0601,Adidas智能家电 SKU0601,家用电器,家用电器,Adidas,2411.48,1066.9,4084.24,884,5,"5"
2026-06-01,SKU0602,PROD0602,欧莱雅笔记本电脑 SKU0602,电脑办公,电脑办公,欧莱雅,7794.92,5621.49,9529.44,682,3,"3"
2026-06-01,SKU0603,PROD0603,华为智能手机 SKU0603,手机数码,手机数码,华为,4146.34,1094.78,6293.7,350,3,"3"
2026-06-01,SKU0604,PROD0604,三只松鼠护肤精华 SKU0604,美妆个护,美妆个护,三只松鼠,336.48,297.66,407.21,631,4,"4"
2026-06-01,SKU0605,PROD0605,格力智能家电 SKU0605,家用电器,家用电器,格力,2269.4,813.01,4810.01,587,4,"4"
2026-06-01,SKU0606,PROD0606,三星精选零食礼包 SKU0606,食品饮料,食品饮料,三星,112.24,11.7,203.54,852,5,"5"
2026-06-01,SKU0607,PROD0607,玉兰油智能手机 SKU0607,手机数码,手机数码,玉兰油,5264.39,3062.39,7466.39,276,2,"2"
2026-06-01,SKU0608,PROD0608,索尼运动装备 SKU0608,运动户外,运动户外,索尼,1561.42,849.44,2194.57,950,5,"5"
2026-06-01,SKU0609,PROD0609,玉兰油日用商品 SKU0609,日用百货,日用百货,玉兰油,324.08,171.29,476.88,261,2,"2"
2026-06-01,SKU0610,PROD0610,海尔护肤精华 SKU0610,美妆个护,美妆个护,海尔,464.8,136.79,792.81,290,2,"2"
2026-06-01,SKU0611,PROD0611,海尔日用商品 SKU0611,日用百货,日用百货,海尔,301.22,88.04,526.79,607,4,"4"
2026-06-01,SKU0612,PROD0612,华为笔记本电脑 SKU0612,电脑办公,电脑办公,华为,4363.53,1961.73,6607.61,762,5,"5"
2026-06-01,SKU0613,PROD0613,联想运动装备 SKU0613,运动户外,运动户外,联想,1807.75,1701.77,1891.88,331,3,"3"
2026-06-01,SKU0614,PROD0614,NIKE智能手机 SKU0614,手机数码,手机数码,NIKE,5643.88,4358.77,7153.26,418,3,"3"
2026-06-01,SKU0615,PROD0615,欧莱雅笔记本电脑 SKU0615,电脑办公,电脑办公,欧莱雅,3236.07,2392.55,4079.59,295,2,"2"
2026-06-01,SKU0616,PROD0616,格力运动装备 SKU0616,运动户外,运动户外,格力,2116.4,1383.36,2897.48,356,3,"3"
2026-06-01,SKU0617,PROD0617,良品铺子精选零食礼包 SKU0617,食品饮料,食品饮料,良品铺子,130.41,89.6,178.83,445,4,"4"
2026-06-01,SKU0618,PROD0618,格力精选零食礼包 SKU0618,食品饮料,食品饮料,格力,95.81,36.89,188.29,487,3,"3"
2026-06-01,SKU0619,PROD0619,良品铺子智能家电 SKU0619,家用电器,家用电器,良品铺子,2999.31,401.41,4944.3,929,5,"5"
2026-06-01,SKU0620,PROD0620,美的护肤精华 SKU0620,美妆个护,美妆个护,美的,307.2,49.32,565.07,240,2,"2"
2026-06-01,SKU0621,PROD0621,海尔智能家电 SKU0621,家用电器,家用电器,海尔,1465.22,207.71,2161.39,427,4,"4"
2026-06-01,SKU0622,PROD0622,索尼智能手机 SKU0622,手机数码,手机数码,索尼,4586.94,1099.41,7602.92,875,5,"5"
2026-06-01,SKU0623,PROD0623,三星精选零食礼包 SKU0623,食品饮料,食品饮料,三星,110.25,100.87,118.93,445,3,"3"
2026-06-01,SKU0624,PROD0624,玉兰油智能手机 SKU0624,手机数码,手机数码,玉兰油,4097.39,1638.11,7879.19,471,5,"5"
2026-06-01,SKU0625,PROD0625,美的时尚运动鞋 SKU0625,服饰鞋包,服饰鞋包,美的,883.32,480.25,1268.5,565,4,"4"
2026-06-01,SKU0626,PROD0626,华为运动装备 SKU0626,运动户外,运动户外,华为,1025.07,509.53,1540.61,402,2,"2"
2026-06-01,SKU0627,PROD0627,小米护肤精华 SKU0627,美妆个护,美妆个护,小米,642.78,280.53,854.81,576,4,"4"
2026-06-01,SKU0628,PROD0628,NIKE日用商品 SKU0628,日用百货,日用百货,NIKE,365.85,356.34,375.35,168,2,"2"
2026-06-01,SKU0629,PROD0629,海尔时尚运动鞋 SKU0629,服饰鞋包,服饰鞋包,海尔,765.23,87.93,1442.52,279,2,"2"
2026-06-01,SKU0630,PROD0630,海尔智能手机 SKU0630,手机数码,手机数码,海尔,3733.28,852.99,6613.58,248,2,"2"
2026-06-01,SKU0631,PROD0631,联想时尚运动鞋 SKU0631,服饰鞋包,服饰鞋包,联想,765.46,424.45,1089.09,872,5,"5"
2026-06-01,SKU0632,PROD0632,小米智能手机 SKU0632,手机数码,手机数码,小米,915.03,561.6,1268.46,331,2,"2"
2026-06-01,SKU0633,PROD0633,华为日用商品 SKU0633,日用百货,日用百货,华为,16.77,15.61,17.92,329,2,"2"
2026-06-01,SKU0634,PROD0634,Adidas智能家电 SKU0634,家用电器,家用电器,Adidas,2818.68,1629.06,4894.92,629,5,"5"
2026-06-01,SKU0635,PROD0635,索尼日用商品 SKU0635,日用百货,日用百货,索尼,468.62,455.89,481.35,424,2,"2"
2026-06-01,SKU0636,PROD0636,Apple笔记本电脑 SKU0636,电脑办公,电脑办公,Apple,3988.55,1506.48,7685.1,656,5,"5"
2026-06-01,SKU0637,PROD0637,海尔时尚运动鞋 SKU0637,服饰鞋包,服饰鞋包,海尔,447.41,209.51,643.23,424,3,"3"
2026-06-01,SKU0638,PROD0638,小米护肤精华 SKU0638,美妆个护,美妆个护,小米,571.08,326.63,700.54,613,3,"3"
2026-06-01,SKU0639,PROD0639,格力笔记本电脑 SKU0639,电脑办公,电脑办公,格力,7302.8,4573.16,9644.06,466,3,"3"
2026-06-01,SKU0640,PROD0640,欧莱雅护肤精华 SKU0640,美妆个护,美妆个护,欧莱雅,312.64,109.46,429.19,773,5,"5"
2026-06-01,SKU0641,PROD0641,NIKE智能手机 SKU0641,手机数码,手机数码,NIKE,5997.81,5363.18,7008.36,634,4,"4"
2026-06-01,SKU0642,PROD0642,NIKE精选零食礼包 SKU0642,食品饮料,食品饮料,NIKE,61.14,19.61,137.44,558,3,"3"
2026-06-01,SKU0643,PROD0643,索尼精选零食礼包 SKU0643,食品饮料,食品饮料,索尼,107.09,50.67,143.56,566,4,"4"
2026-06-01,SKU0644,PROD0644,格力运动装备 SKU0644,运动户外,运动户外,格力,2176.57,1815.53,2525.41,841,5,"5"
2026-06-01,SKU0645,PROD0645,玉兰油运动装备 SKU0645,运动户外,运动户外,玉兰油,1955.82,1818.32,2093.32,326,2,"2"
2026-06-01,SKU0646,PROD0646,三星智能手机 SKU0646,手机数码,手机数码,三星,2100.27,1244.68,4026.77,796,4,"4"
2026-06-01,SKU0647,PROD0647,格力精选零食礼包 SKU0647,食品饮料,食品饮料,格力,135.52,102.31,178.46,497,4,"4"
2026-06-01,SKU0648,PROD0648,美的运动装备 SKU0648,运动户外,运动户外,美的,1988.55,1759.93,2217.18,195,2,"2"
2026-06-01,SKU0649,PROD0649,Apple运动装备 SKU0649,运动户外,运动户外,Apple,1368.89,574.05,2900.19,323,3,"3"
2026-06-01,SKU0650,PROD0650,美的运动装备 SKU0650,运动户外,运动户外,美的,2046.01,992.08,3099.95,374,2,"2"
2026-06-01,SKU0651,PROD0651,Adidas智能手机 SKU0651,手机数码,手机数码,Adidas,4882.26,2027.18,8348.49,619,5,"5"
2026-06-01,SKU0652,PROD0652,联想精选零食礼包 SKU0652,食品饮料,食品饮料,联想,147.85,108.45,187.25,295,2,"2"
2026-06-01,SKU0653,PROD0653,海尔日用商品 SKU0653,日用百货,日用百货,海尔,223.43,73.34,495.86,514,5,"5"
2026-06-01,SKU0654,PROD0654,小米护肤精华 SKU0654,美妆个护,美妆个护,小米,426.56,62.78,607.06,821,5,"5"
2026-06-01,SKU0655,PROD0655,NIKE笔记本电脑 SKU0655,电脑办公,电脑办公,NIKE,7530.95,3636.63,9566.8,502,3,"3"
2026-06-01,SKU0656,PROD0656,三只松鼠智能手机 SKU0656,手机数码,手机数码,三只松鼠,3202.14,1310.62,6521.74,557,4,"4"
2026-06-01,SKU0657,PROD0657,格力智能手机 SKU0657,手机数码,手机数码,格力,4653.84,4592.2,4715.48,290,2,"2"
2026-06-01,SKU0658,PROD0658,Apple智能手机 SKU0658,手机数码,手机数码,Apple,6488.1,5723.63,7252.58,456,2,"2"
2026-06-01,SKU0659,PROD0659,Apple智能手机 SKU0659,手机数码,手机数码,Apple,4028.27,1254.16,5899.1,526,4,"4"
2026-06-01,SKU0660,PROD0660,华为护肤精华 SKU0660,美妆个护,美妆个护,华为,330.45,175.48,587.11,385,3,"3"
2026-06-01,SKU0661,PROD0661,华为智能手机 SKU0661,手机数码,手机数码,华为,3755.57,1367.21,6313.7,589,3,"3"
2026-06-01,SKU0662,PROD0662,Adidas时尚运动鞋 SKU0662,服饰鞋包,服饰鞋包,Adidas,709.73,334.97,1299.95,306,4,"4"
2026-06-01,SKU0663,PROD0663,美的智能手机 SKU0663,手机数码,手机数码,美的,5677.94,1714.54,7862.53,684,4,"4"
2026-06-01,SKU0664,PROD0664,Apple笔记本电脑 SKU0664,电脑办公,电脑办公,Apple,4010.97,2317.51,6097.42,416,3,"3"
2026-06-01,SKU0665,PROD0665,NIKE笔记本电脑 SKU0665,电脑办公,电脑办公,NIKE,1641.69,324.22,2830.93,372,4,"4"
2026-06-01,SKU0666,PROD0666,华为笔记本电脑 SKU0666,电脑办公,电脑办公,华为,6472.83,2035.11,8993.9,447,3,"3"
2026-06-01,SKU0667,PROD0667,Apple日用商品 SKU0667,日用百货,日用百货,Apple,302.5,96.56,508.43,253,2,"2"
2026-06-01,SKU0668,PROD0668,Apple笔记本电脑 SKU0668,电脑办公,电脑办公,Apple,3704.12,1237.08,9222.08,594,5,"5"
2026-06-01,SKU0669,PROD0669,玉兰油智能手机 SKU0669,手机数码,手机数码,玉兰油,3316.04,528.25,7714.87,415,3,"3"
2026-06-01,SKU0670,PROD0670,Adidas精选零食礼包 SKU0670,食品饮料,食品饮料,Adidas,102.96,11.09,202.03,650,4,"4"
2026-06-01,SKU0671,PROD0671,华为时尚运动鞋 SKU0671,服饰鞋包,服饰鞋包,华为,801.64,92.37,1499.0,626,4,"4"
2026-06-01,SKU0672,PROD0672,良品铺子精选零食礼包 SKU0672,食品饮料,食品饮料,良品铺子,154.33,98.29,210.36,390,2,"2"
2026-06-01,SKU0673,PROD0673,联想智能手机 SKU0673,手机数码,手机数码,联想,5435.47,3840.03,8000.18,632,5,"5"
2026-06-01,SKU0674,PROD0674,良品铺子笔记本电脑 SKU0674,电脑办公,电脑办公,良品铺子,2013.09,1911.25,2114.92,258,2,"2"
2026-06-01,SKU0675,PROD0675,美的笔记本电脑 SKU0675,电脑办公,电脑办公,美的,6312.42,5431.85,6866.07,458,3,"3"
2026-06-01,SKU0676,PROD0676,格力智能家电 SKU0676,家用电器,家用电器,格力,2801.01,1731.66,3870.35,135,2,"2"
2026-06-01,SKU0677,PROD0677,NIKE精选零食礼包 SKU0677,食品饮料,食品饮料,NIKE,163.26,144.64,192.05,343,3,"3"
2026-06-01,SKU0678,PROD0678,三星日用商品 SKU0678,日用百货,日用百货,三星,283.44,215.37,351.5,394,2,"2"
2026-06-01,SKU0679,PROD0679,海尔日用商品 SKU0679,日用百货,日用百货,海尔,178.28,23.22,322.03,466,4,"4"
2026-06-01,SKU0680,PROD0680,格力笔记本电脑 SKU0680,电脑办公,电脑办公,格力,4359.9,2803.99,6199.89,723,4,"4"
2026-06-01,SKU0681,PROD0681,联想精选零食礼包 SKU0681,食品饮料,食品饮料,联想,125.97,47.65,187.16,775,4,"4"
2026-06-01,SKU0682,PROD0682,NIKE护肤精华 SKU0682,美妆个护,美妆个护,NIKE,512.47,284.14,754.19,318,4,"4"
2026-06-01,SKU0683,PROD0683,三星智能手机 SKU0683,手机数码,手机数码,三星,4470.89,921.76,8667.43,646,4,"4"
2026-06-01,SKU0684,PROD0684,美的日用商品 SKU0684,日用百货,日用百货,美的,309.47,134.96,483.97,233,2,"2"
2026-06-01,SKU0685,PROD0685,Adidas智能家电 SKU0685,家用电器,家用电器,Adidas,3445.64,1885.39,5057.16,754,4,"4"
2026-06-01,SKU0686,PROD0686,Apple智能家电 SKU0686,家用电器,家用电器,Apple,4041.08,1474.05,5322.41,915,5,"5"
2026-06-01,SKU0687,PROD0687,Apple精选零食礼包 SKU0687,食品饮料,食品饮料,Apple,87.99,55.6,116.94,477,3,"3"
2026-06-01,SKU0688,PROD0688,Apple日用商品 SKU0688,日用百货,日用百货,Apple,125.39,16.25,225.96,633,4,"4"
